,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
43666,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120.0,0,Canceled
43667,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Online,0,0,0,100.0,0,Canceled
43668,3,0,2,5,Meal Plan 1,0,Room_Type 4,193,2018,8,7,Online,0,0,0,130.05,0,Canceled
43669,1,0,0,1,Meal Plan 1,0,Room_Type 4,20,2018,5,11,Online,0,0,0,156.0,0,Canceled
43670,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
43671,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled
43672,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
43673,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
43674,3,0,1,1,Meal Plan 1,0,Room_Type 4,125,2018,8,20,Online,0,0,0,137.7,1,Canceled
43675,2,0,2,5,Meal Plan 1,0,Room_Type 1,234,2018,9,12,Online,0,0,0,105.04,0,Canceled
43676,2,0,1,3,Meal Plan 1,0,Room_Type 1,187,2018,9,22,Online,0,0,0,119.85,1,Canceled
43677,2,0,2,2,Meal Plan 1,0,Room_Type 4,212,2018,11,20,Online,0,0,0,86.7,0,Canceled
43678,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
43679,1,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,102.0,0,Canceled
43680,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116.33,0,Canceled
43681,1,0,1,0,Meal Plan 1,0,Room_Type 1,64,2018,10,30,Online,0,0,0,89.1,0,Canceled
43682,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
43683,2,0,1,3,Not Selected,0,Room_Type 1,41,2018,5,9,Online,0,0,0,116.1,0,Canceled
43684,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
43685,2,0,1,2,Meal Plan 1,0,Room_Type 1,191,2018,6,3,Offline,0,0,0,132.0,0,Canceled
43686,2,0,0,2,Not Selected,0,Room_Type 1,84,2018,6,10,Online,0,0,0,116.1,0,Canceled
43687,3,0,0,1,Meal Plan 1,0,Room_Type 4,40,2018,3,22,Online,0,0,0,131.4,1,Canceled
43688,2,0,0,3,Not Selected,0,Room_Type 1,35,2018,2,11,Online,0,0,0,67.5,0,Canceled
43689,2,1,2,3,Meal Plan 1,0,Room_Type 1,17,2018,11,27,Online,0,0,0,83.2,0,Canceled
43690,2,0,0,2,Meal Plan 1,0,Room_Type 1,37,2018,3,1,Online,0,0,0,81.9,1,Canceled
43691,2,0,1,2,Not Selected,0,Room_Type 1,35,2018,3,14,Online,0,0,0,71.1,0,Canceled
43692,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,Online,0,0,0,96.3,0,Canceled
43693,2,0,0,2,Meal Plan 1,0,Room_Type 1,35,2018,12,20,Online,0,0,0,93.6,0,Canceled
43694,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Canceled
43695,2,0,2,4,Meal Plan 1,0,Room_Type 1,26,2017,9,19,Online,0,0,0,119.87,1,Canceled
43696,1,0,0,2,Meal Plan 1,0,Room_Type 1,191,2018,10,20,Online,0,0,0,90.9,0,Canceled
43697,2,0,2,2,Meal Plan 1,0,Room_Type 4,30,2018,5,20,Online,0,0,0,140.4,0,Canceled
43698,2,0,2,2,Not Selected,0,Room_Type 1,110,2018,4,9,Online,0,0,0,76.5,1,Canceled
43699,2,0,2,4,Meal Plan 1,0,Room_Type 1,28,2018,8,28,Online,0,0,0,115.37,1,Canceled
43700,1,0,0,2,Meal Plan 1,0,Room_Type 4,5,2018,4,21,Online,0,0,0,131.0,0,Canceled
43701,2,0,0,4,Meal Plan 1,0,Room_Type 4,18,2018,5,31,Online,0,0,0,112.8,0,Canceled
43702,2,0,1,1,Meal Plan 1,0,Room_Type 1,190,2018,4,9,Offline,1,13,1,70.0,0,Canceled
43703,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,112.0,1,Canceled
43704,2,2,0,3,Meal Plan 1,0,Room_Type 6,13,2018,5,4,Online,0,0,0,221.0,0,Canceled
43705,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,2018,9,19,Online,0,0,0,144.0,0,Canceled
43706,2,0,1,2,Meal Plan 1,0,Room_Type 4,94,2018,8,26,Online,0,0,0,131.4,1,Canceled
43707,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
43708,2,0,0,3,Meal Plan 1,0,Room_Type 1,122,2018,12,8,Online,0,0,0,80.0,0,Canceled
43709,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106.0,0,Canceled
43710,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
43711,3,0,1,3,Meal Plan 1,0,Room_Type 4,154,2018,10,17,Online,0,0,0,151.2,2,Canceled
43712,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
43713,2,2,1,1,Meal Plan 1,0,Room_Type 6,69,2018,3,12,Online,0,0,0,150.3,1,Canceled
43714,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
43715,2,0,1,4,Meal Plan 1,0,Room_Type 4,82,2018,4,6,Online,0,0,0,99.45,0,Canceled
43716,3,0,2,1,Meal Plan 2,0,Room_Type 1,107,2018,8,20,Offline,0,0,0,96.9,0,Canceled
43717,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
43718,2,0,1,2,Meal Plan 1,0,Room_Type 1,94,2018,4,8,Online,0,0,0,96.3,0,Canceled
43719,2,0,2,2,Meal Plan 1,0,Room_Type 1,164,2018,6,19,Online,0,0,0,100.3,1,Canceled
43720,2,0,1,2,Not Selected,0,Room_Type 1,49,2018,11,21,Online,0,0,0,79.2,1,Canceled
43721,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
43722,1,0,1,0,Meal Plan 1,0,Room_Type 1,76,2018,10,10,Offline,0,0,0,120.0,0,Canceled
43723,1,0,6,14,Meal Plan 1,0,Room_Type 1,17,2018,11,20,Online,0,0,0,97.2,0,Canceled
43724,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,112.0,1,Canceled
43725,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,90.0,0,Canceled
43726,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115.0,0,Canceled
43727,1,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Online,0,0,0,36.25,0,Canceled
43728,2,0,1,0,Meal Plan 1,0,Room_Type 4,120,2018,6,13,Online,0,0,0,140.4,0,Canceled
43729,2,0,1,3,Not Selected,0,Room_Type 1,63,2018,11,17,Online,0,0,0,74.8,1,Canceled
43730,2,0,0,4,Meal Plan 1,0,Room_Type 1,154,2018,6,28,Online,0,0,0,90.95,0,Canceled
43731,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.0,0,Canceled
43732,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90.0,0,Canceled
43733,2,0,1,0,Not Selected,0,Room_Type 1,43,2018,10,3,Online,0,0,0,108.0,1,Canceled
43734,2,0,2,3,Meal Plan 1,0,Room_Type 2,285,2018,10,16,Online,0,0,0,81.81,0,Canceled
43735,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
43736,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,11,5,Online,0,0,0,140.0,1,Canceled
43737,1,0,1,0,Meal Plan 1,0,Room_Type 1,21,2018,11,21,Corporate,0,0,0,67.0,0,Canceled
43738,2,0,2,2,Meal Plan 2,0,Room_Type 1,43,2018,3,25,Online,0,0,0,148.13,1,Canceled
43739,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0,Canceled
43740,2,0,1,3,Not Selected,0,Room_Type 1,212,2018,8,11,Online,0,0,0,80.75,0,Canceled
43741,2,0,1,2,Meal Plan 1,0,Room_Type 1,158,2018,8,29,Online,0,0,0,96.3,0,Canceled
43742,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
43743,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,2018,3,23,Online,0,0,0,126.9,0,Canceled
43744,2,0,2,0,Meal Plan 1,0,Room_Type 1,76,2018,9,18,Offline,0,0,0,102.68,0,Canceled
43745,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled
43746,2,0,1,2,Not Selected,0,Room_Type 1,23,2018,2,12,Online,0,0,0,79.0,1,Canceled
43747,2,0,1,0,Meal Plan 1,0,Room_Type 4,120,2018,6,13,Online,0,0,0,140.4,0,Canceled
43748,2,0,0,3,Meal Plan 1,0,Room_Type 1,147,2017,8,11,Online,0,0,0,76.5,0,Canceled
43749,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,Canceled
43750,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115.0,1,Canceled
43751,2,0,0,3,Meal Plan 1,0,Room_Type 4,57,2018,12,29,Online,0,0,0,219.6,0,Canceled
43752,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
43753,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,3,21,Offline,0,0,0,85.0,0,Canceled
43754,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120.0,0,Canceled
43755,1,0,6,14,Meal Plan 1,0,Room_Type 1,29,2018,2,5,Online,0,0,0,70.91,0,Canceled
43756,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
43757,2,2,1,4,Meal Plan 1,0,Room_Type 7,36,2018,7,27,Online,0,0,0,278.9,0,Canceled
43758,2,0,2,2,Meal Plan 1,0,Room_Type 1,257,2018,7,31,Online,0,0,0,90.95,0,Canceled
43759,2,0,1,0,Not Selected,0,Room_Type 1,21,2018,11,28,Online,0,0,0,88.0,1,Canceled
43760,3,0,2,4,Meal Plan 1,0,Room_Type 4,41,2018,8,28,Online,0,0,0,143.55,2,Canceled
43761,2,0,2,2,Not Selected,0,Room_Type 1,99,2018,4,8,Online,0,0,0,83.25,0,Canceled
43762,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Canceled
43763,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
43764,3,0,2,0,Meal Plan 1,0,Room_Type 4,39,2018,3,20,Online,0,0,0,114.3,1,Canceled
43765,2,0,2,2,Not Selected,0,Room_Type 1,157,2018,7,16,Online,0,0,0,87.13,0,Canceled
43766,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52.0,0,Canceled
43767,2,0,2,5,Meal Plan 1,0,Room_Type 1,165,2018,8,8,Online,0,0,0,99.45,0,Canceled
43768,2,0,0,1,Not Selected,0,Room_Type 1,30,2018,5,25,Online,0,0,0,98.1,0,Canceled
43769,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Online,0,0,0,110.0,0,Canceled
43770,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
43771,2,0,2,1,Not Selected,0,Room_Type 1,30,2018,11,26,Online,0,0,0,88.0,0,Canceled
43772,2,2,2,1,Meal Plan 1,1,Room_Type 6,217,2018,8,7,Online,0,0,0,177.3,1,Canceled
43773,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,2,12,Online,0,0,0,78.3,1,Canceled
43774,3,0,0,3,Meal Plan 1,0,Room_Type 4,12,2018,3,24,Online,0,0,0,183.67,0,Canceled
43775,3,0,1,0,Meal Plan 1,0,Room_Type 4,94,2018,9,5,Online,0,0,0,168.3,0,Canceled
43776,1,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,9,24,Online,0,0,0,126.9,2,Canceled
43777,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled
43778,3,0,0,2,Meal Plan 1,0,Room_Type 1,209,2018,8,19,Online,0,0,0,133.2,0,Canceled
43779,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
43780,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2017,8,11,Online,0,0,0,76.5,0,Canceled
43781,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
43782,2,0,2,5,Not Selected,0,Room_Type 1,40,2018,2,14,Online,0,0,0,77.23,0,Canceled
43783,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
43784,2,0,1,3,Meal Plan 1,0,Room_Type 1,50,2018,4,11,Online,0,0,0,99.45,0,Canceled
43785,1,0,0,1,Not Selected,0,Room_Type 1,181,2018,10,11,Online,0,0,0,78.48,0,Canceled
43786,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Online,0,0,0,95.0,0,Canceled
43787,2,0,0,2,Meal Plan 1,0,Room_Type 1,50,2018,2,26,Online,0,0,0,78.3,0,Canceled
43788,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,4,12,Online,0,0,0,111.15,0,Canceled
43789,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled
43790,2,0,0,1,Meal Plan 2,0,Room_Type 1,21,2018,3,4,Online,0,0,0,129.0,0,Canceled
43791,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled
43792,2,0,2,4,Meal Plan 1,0,Room_Type 1,125,2017,7,15,Online,0,0,0,76.5,0,Canceled
43793,2,0,0,1,Meal Plan 1,0,Room_Type 1,258,2018,9,29,Online,0,0,0,106.2,1,Canceled
43794,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
43795,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled
43796,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
43797,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
43798,2,0,1,1,Meal Plan 1,0,Room_Type 1,57,2018,4,18,Online,0,0,0,96.3,0,Canceled
43799,2,0,1,3,Meal Plan 1,0,Room_Type 1,144,2018,9,22,Online,0,0,0,129.6,2,Canceled
43800,2,0,2,1,Not Selected,0,Room_Type 1,205,2018,8,21,Online,0,0,0,94.5,1,Canceled
43801,2,0,0,3,Meal Plan 1,0,Room_Type 1,173,2018,3,31,Online,0,0,0,100.8,2,Canceled
43802,2,0,0,3,Meal Plan 1,0,Room_Type 4,157,2018,6,14,Online,0,0,0,132.9,1,Canceled
43803,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,11,19,Online,0,0,0,86.4,0,Canceled
43804,2,0,2,4,Meal Plan 1,1,Room_Type 1,176,2018,7,28,Online,0,0,0,108.45,1,Canceled
43805,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2017,9,21,Offline,0,0,0,48.0,0,Canceled
43806,2,0,0,4,Meal Plan 1,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,100.0,0,Canceled
43807,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
43808,2,0,0,1,Not Selected,0,Room_Type 1,24,2018,2,20,Online,0,0,0,79.0,0,Canceled
43809,3,0,1,3,Meal Plan 1,0,Room_Type 4,88,2018,10,10,Online,0,0,0,151.2,0,Canceled
43810,2,0,1,2,Meal Plan 2,0,Room_Type 1,180,2018,10,28,Offline,0,0,0,100.08,2,Canceled
43811,2,0,0,2,Meal Plan 1,0,Room_Type 4,121,2018,7,27,Online,0,0,0,91.48,0,Canceled
43812,3,0,0,3,Meal Plan 1,0,Room_Type 4,176,2018,8,9,Online,0,0,0,137.7,2,Canceled
43813,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled
43814,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
43815,2,0,1,1,Meal Plan 1,0,Room_Type 1,252,2018,10,15,Online,0,0,0,111.6,0,Canceled
43816,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0,Canceled
43817,1,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,80.0,0,Canceled
43818,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,2018,9,27,Online,0,0,0,154.0,1,Canceled
43819,3,0,0,3,Meal Plan 1,0,Room_Type 4,112,2018,12,27,Online,0,0,0,131.13,0,Canceled
43820,2,0,1,3,Meal Plan 2,0,Room_Type 1,191,2018,8,8,Online,0,0,0,131.75,2,Canceled
43821,2,0,0,3,Meal Plan 1,0,Room_Type 4,3,2018,8,23,Online,0,0,0,163.67,0,Canceled
43822,2,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,4,7,Online,0,0,0,125.2,0,Canceled
43823,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
43824,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,2018,5,9,Online,0,0,0,126.9,0,Canceled
43825,2,0,2,3,Meal Plan 1,0,Room_Type 4,19,2018,4,14,Online,0,0,0,131.6,0,Canceled
43826,1,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Online,0,0,0,0.0,0,Canceled
43827,1,0,1,0,Meal Plan 1,0,Room_Type 1,164,2018,10,16,Offline,0,0,0,115.0,0,Canceled
43828,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
43829,2,0,2,1,Meal Plan 1,1,Room_Type 1,166,2018,8,7,Online,0,0,0,114.3,1,Canceled
43830,2,0,1,0,Not Selected,0,Room_Type 1,59,2018,10,10,Online,0,0,0,108.0,1,Canceled
43831,1,0,2,0,Meal Plan 1,0,Room_Type 1,6,2018,3,13,Online,0,0,0,103.0,0,Canceled
43832,2,0,2,6,Not Selected,0,Room_Type 1,6,2018,11,22,Online,0,0,0,77.78,0,Canceled
43833,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Online,0,0,0,112.0,1,Canceled
43834,2,0,1,3,Meal Plan 1,0,Room_Type 4,24,2018,4,11,Online,0,0,0,123.5,0,Canceled
43835,2,0,0,1,Not Selected,0,Room_Type 1,205,2018,9,15,Online,0,0,0,116.1,0,Canceled
43836,2,0,4,9,Meal Plan 1,0,Room_Type 1,34,2018,2,19,Online,0,0,0,84.69,0,Canceled
43837,2,0,1,2,Meal Plan 1,0,Room_Type 1,112,2018,7,18,Online,0,0,0,105.3,0,Canceled
43838,2,0,2,4,Meal Plan 1,0,Room_Type 4,58,2018,9,4,Online,0,0,0,128.1,1,Canceled
43839,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,3,29,Online,0,0,0,134.33,0,Canceled
43840,2,2,0,1,Meal Plan 1,0,Room_Type 6,50,2018,7,9,Online,0,0,0,189.9,0,Canceled
43841,2,0,1,1,Not Selected,0,Room_Type 1,125,2018,12,26,Online,0,0,0,79.2,1,Canceled
43842,1,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,80.0,0,Canceled
43843,2,0,0,4,Not Selected,0,Room_Type 1,78,2018,4,12,Online,0,0,0,62.18,0,Canceled
43844,3,0,1,2,Meal Plan 1,0,Room_Type 4,85,2018,8,19,Online,0,0,0,162.3,0,Canceled
43845,2,0,2,2,Not Selected,0,Room_Type 1,50,2018,3,11,Online,0,0,0,63.75,0,Canceled
43846,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
43847,2,0,1,1,Not Selected,0,Room_Type 1,6,2018,4,16,Online,0,0,0,104.0,0,Canceled
43848,2,0,1,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,100.3,0,Canceled
43849,2,0,2,2,Meal Plan 1,0,Room_Type 1,62,2018,6,19,Online,0,0,0,106.65,0,Canceled
43850,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
43851,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
43852,2,1,2,1,Meal Plan 1,0,Room_Type 1,103,2018,6,26,Offline,0,0,0,77.29,1,Canceled
43853,2,0,1,0,Meal Plan 1,0,Room_Type 4,253,2018,9,19,Online,0,0,0,115.2,2,Canceled
43854,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,12.0,0,Canceled
43855,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,10,9,Offline,0,0,0,85.0,0,Canceled
43856,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75.0,0,Canceled
43857,2,0,3,7,Not Selected,0,Room_Type 1,17,2018,3,4,Online,0,0,0,83.4,0,Canceled
43858,2,0,1,1,Not Selected,0,Room_Type 1,52,2018,10,29,Online,0,0,0,99.0,1,Canceled
43859,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75.0,0,Canceled
43860,2,2,1,2,Meal Plan 2,0,Room_Type 6,11,2018,9,16,Online,0,0,0,306.0,0,Canceled
43861,2,1,1,4,Meal Plan 1,0,Room_Type 1,47,2018,4,25,Online,0,0,0,119.17,0,Canceled
43862,2,0,6,13,Not Selected,0,Room_Type 1,64,2018,3,10,Online,0,0,0,70.46,0,Canceled
43863,2,0,0,4,Not Selected,0,Room_Type 1,237,2018,8,10,Online,0,0,0,80.75,0,Canceled
43864,2,0,0,1,Not Selected,0,Room_Type 1,110,2018,10,12,Online,0,0,0,108.0,1,Canceled
43865,2,0,0,1,Not Selected,0,Room_Type 1,156,2018,8,11,Online,0,0,0,103.5,0,Canceled
43866,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75.0,0,Canceled
43867,2,0,0,3,Not Selected,0,Room_Type 1,118,2018,10,25,Online,0,0,0,80.1,2,Canceled
43868,3,0,0,3,Meal Plan 1,0,Room_Type 1,172,2018,8,25,Online,0,0,0,137.7,1,Canceled
43869,2,0,1,3,Not Selected,0,Room_Type 1,206,2018,7,28,Online,0,0,0,58.14,0,Canceled
43870,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
43871,2,0,0,4,Meal Plan 1,0,Room_Type 4,137,2018,6,28,Online,0,0,0,103.7,1,Canceled
43872,2,0,0,5,Meal Plan 1,0,Room_Type 1,205,2018,7,26,Online,0,0,0,70.03,1,Canceled
43873,1,0,0,1,Meal Plan 1,0,Room_Type 1,182,2018,10,12,Online,0,0,0,120.0,1,Canceled
43874,1,0,0,1,Not Selected,0,Room_Type 1,8,2018,5,25,Online,0,0,0,119.0,0,Canceled
43875,3,0,0,4,Meal Plan 1,0,Room_Type 4,37,2018,4,27,Online,0,0,0,148.95,0,Canceled
43876,2,0,1,2,Meal Plan 1,0,Room_Type 4,78,2018,3,25,Online,0,0,0,105.3,0,Canceled
43877,2,0,1,1,Not Selected,0,Room_Type 1,32,2018,2,6,Online,0,0,0,67.5,1,Canceled
43878,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
43879,2,0,2,6,Not Selected,0,Room_Type 1,69,2018,9,1,Online,0,0,0,123.98,0,Canceled
43880,3,0,2,5,Meal Plan 2,0,Room_Type 4,147,2018,10,24,Online,0,0,0,178.59,0,Canceled
43881,1,0,2,2,Meal Plan 1,0,Room_Type 1,56,2018,3,12,Online,0,0,0,63.75,0,Canceled
43882,3,0,1,3,Meal Plan 1,0,Room_Type 4,88,2018,10,10,Online,0,0,0,151.2,0,Canceled
43883,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65.0,0,Canceled
43884,1,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Online,0,0,0,70.0,0,Canceled
43885,1,0,1,2,Meal Plan 1,0,Room_Type 1,15,2018,7,8,Online,0,0,0,145.0,1,Canceled
43886,2,0,1,2,Meal Plan 1,0,Room_Type 1,174,2018,3,25,Online,0,0,0,115.2,1,Canceled
43887,2,0,0,3,Meal Plan 1,0,Room_Type 4,143,2018,7,19,Online,0,0,0,121.8,0,Canceled
43888,2,0,1,2,Meal Plan 1,0,Room_Type 4,58,2018,4,22,Online,0,0,0,118.8,0,Canceled
43889,2,0,1,2,Meal Plan 1,0,Room_Type 1,304,2018,10,21,Online,0,0,0,74.15,0,Canceled
43890,2,0,1,3,Meal Plan 1,0,Room_Type 1,42,2018,3,31,Online,0,0,0,116.26,0,Canceled
43891,2,0,1,3,Not Selected,0,Room_Type 1,107,2018,9,5,Online,0,0,0,118.8,1,Canceled
43892,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
43893,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
43894,2,0,1,1,Meal Plan 1,0,Room_Type 1,38,2018,5,7,Online,0,0,0,135.9,0,Canceled
43895,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
43896,3,0,2,5,Meal Plan 1,0,Room_Type 1,151,2018,8,4,Online,0,0,0,136.12,0,Canceled
43897,2,0,1,2,Meal Plan 1,0,Room_Type 1,136,2018,5,30,Online,0,0,0,105.6,1,Canceled
43898,2,2,1,1,Meal Plan 1,0,Room_Type 6,47,2018,8,8,Online,0,0,0,207.9,0,Canceled
43899,1,0,5,10,Meal Plan 1,0,Room_Type 1,11,2018,5,9,Aviation,0,0,0,95.0,0,Canceled
43900,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,4,15,Online,0,0,0,115.0,0,Canceled
