,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
34680,2,0,0,2,0,0,4,34,2018,10,5,4,0,0,0,144.0,0,1
34681,2,0,1,3,3,0,0,74,2018,12,19,4,0,0,0,74.8,0,0
34682,2,0,0,1,3,0,0,54,2018,8,26,4,0,0,0,125.1,0,0
34683,2,2,2,2,0,0,5,221,2018,7,2,4,0,0,0,187.0,0,0
34684,2,0,0,2,0,0,3,75,2018,5,3,4,0,0,0,140.4,1,0
34685,2,0,0,1,0,0,0,22,2018,9,15,4,0,0,0,159.0,3,1
34686,2,0,2,2,0,0,0,48,2018,3,20,4,0,0,0,93.5,2,1
34687,2,0,0,1,3,0,0,142,2018,8,3,4,0,0,0,94.5,2,1
34688,2,0,0,1,0,0,0,69,2018,5,10,4,0,0,0,135.9,1,1
34689,2,0,0,3,0,0,0,72,2018,3,31,4,0,0,0,67.22,1,1
34690,2,1,0,2,0,0,0,21,2018,10,4,4,0,0,0,169.0,1,1
34691,3,0,0,2,0,0,3,37,2018,10,5,4,0,0,0,158.4,2,1
34692,2,0,0,1,0,0,3,35,2017,12,26,4,0,0,0,97.0,1,1
34693,2,0,1,3,3,0,0,21,2018,11,10,3,0,0,0,59.5,0,1
34694,2,2,1,0,0,0,5,0,2018,7,11,4,0,0,0,177.0,0,1
34695,2,0,0,1,0,0,0,30,2018,2,13,4,0,0,0,81.9,0,0
34696,2,0,2,3,0,0,3,192,2018,7,23,4,0,0,0,99.45,0,0
34697,1,0,0,2,0,0,0,22,2018,3,16,2,0,0,0,89.0,0,1
34698,2,0,1,3,0,0,0,49,2018,3,21,3,0,0,0,67.32,0,1
34699,1,0,0,1,0,0,3,1,2017,10,20,4,0,0,0,155.0,1,1
34700,1,0,0,1,0,0,0,22,2018,9,15,4,0,0,0,149.0,2,1
34701,2,0,0,2,0,0,0,86,2017,9,24,3,0,0,0,105.0,0,1
34702,2,0,2,3,0,0,0,172,2018,10,23,3,0,0,0,80.75,0,1
34703,2,0,1,3,0,0,3,160,2018,10,3,4,0,0,0,132.3,0,0
34704,1,0,0,1,0,0,0,3,2018,10,13,4,0,0,0,130.0,2,1
34705,1,0,0,1,0,0,0,152,2018,1,20,3,0,0,0,71.0,0,1
34706,3,0,1,0,0,0,3,28,2018,9,12,4,0,0,0,146.0,3,1
34707,2,0,2,1,0,0,0,15,2017,12,5,3,0,0,0,38.67,1,1
34708,2,0,2,1,3,0,0,84,2018,9,4,4,0,0,0,125.1,2,1
34709,2,0,1,2,0,0,0,91,2018,9,30,3,0,0,0,80.0,0,1
34710,3,0,1,1,0,0,3,46,2018,5,16,4,0,0,0,163.8,2,1
34711,2,0,0,1,0,0,1,71,2018,10,7,4,0,0,0,108.0,1,1
34712,2,0,2,1,3,0,0,19,2018,6,26,4,0,0,0,119.0,1,1
34713,3,0,1,1,0,0,3,1,2018,4,4,4,0,0,0,137.0,1,1
34714,2,0,1,1,3,0,0,24,2018,7,23,4,0,0,0,139.0,1,1
34715,2,0,0,2,0,0,0,1,2017,10,14,3,0,0,0,100.8,0,1
34716,2,1,0,1,0,0,0,13,2017,8,7,4,0,0,0,75.0,1,1
34717,2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0
34718,3,0,0,1,0,0,0,10,2017,9,24,4,0,0,0,161.0,2,1
34719,2,0,0,1,0,0,0,105,2018,4,6,3,0,0,0,75.0,0,0
34720,0,2,0,3,0,0,1,76,2018,9,21,4,0,0,0,127.38,3,1
34721,2,0,0,2,0,0,0,2,2017,9,30,4,0,0,0,126.0,1,1
34722,1,0,1,1,0,0,0,0,2017,10,12,1,1,0,8,0.0,1,1
34723,2,0,1,1,3,0,0,41,2018,4,4,4,0,0,0,107.1,1,0
34724,2,0,0,2,0,0,0,317,2018,9,15,3,0,0,0,120.0,0,0
34725,3,0,2,3,0,0,3,7,2018,5,29,4,0,0,0,141.95,2,1
34726,2,0,1,5,0,0,0,166,2018,8,2,3,0,0,0,72.25,0,0
34727,1,0,2,1,0,0,0,1,2018,2,28,3,0,0,0,60.0,0,0
34728,2,0,2,2,0,0,3,17,2017,10,2,4,0,0,0,121.75,1,1
34729,2,0,0,2,1,0,0,239,2018,6,15,3,0,0,0,112.2,0,0
34730,0,2,1,1,0,0,1,178,2018,8,27,4,0,0,0,88.77,0,0
34731,1,0,2,2,0,0,3,4,2018,4,10,4,0,0,0,135.0,0,0
34732,1,0,2,1,0,0,0,1,2018,2,28,3,0,0,0,60.0,0,0
34733,3,0,1,4,0,0,3,55,2018,9,7,4,0,0,0,122.4,2,1
34734,2,0,0,3,0,0,0,150,2018,3,17,4,0,0,0,65.83,2,1
34735,1,0,0,3,0,0,0,58,2018,1,27,3,0,0,0,80.67,1,1
34736,3,0,2,3,0,0,3,113,2018,10,9,4,0,0,0,151.2,0,1
34737,2,0,2,2,0,0,0,99,2018,10,8,4,0,0,0,118.8,0,0
34738,2,0,1,2,0,0,0,5,2018,7,4,3,0,0,0,75.0,2,1
34739,2,0,1,3,0,0,0,3,2018,6,20,3,0,0,0,95.0,0,1
34740,2,0,2,2,0,0,0,44,2018,4,30,4,0,0,0,121.61,0,1
34741,2,0,1,4,0,1,0,0,2018,3,28,4,0,0,0,114.0,0,1
34742,2,0,2,1,1,0,0,131,2017,8,15,3,0,0,0,94.5,0,0
34743,2,0,1,2,3,0,0,88,2018,6,10,4,0,0,0,116.1,0,0
34744,2,0,2,1,0,0,0,69,2018,11,13,3,0,0,0,68.0,0,1
34745,3,0,1,1,0,0,3,75,2018,10,8,4,0,0,0,151.2,1,1
34746,2,0,2,1,0,0,3,97,2018,4,16,4,0,0,0,102.3,0,1
34747,1,0,2,2,0,0,0,169,2018,4,22,3,0,0,0,63.5,0,1
34748,2,0,2,0,3,0,0,9,2018,8,14,4,0,0,0,153.0,2,1
34749,2,1,2,0,0,0,0,91,2018,8,21,4,0,0,0,134.1,0,1
34750,1,0,0,0,0,0,3,1,2017,10,22,1,0,0,0,0.0,0,1
34751,2,0,0,2,1,0,0,257,2017,7,1,3,0,0,0,101.5,0,0
34752,1,0,1,0,0,0,0,0,2018,5,23,3,0,0,0,115.0,1,1
34753,2,0,0,1,0,0,0,27,2018,6,9,3,0,0,0,120.0,0,1
34754,2,0,0,1,0,0,0,115,2018,10,26,4,0,0,0,90.9,1,1
34755,2,0,0,1,0,0,0,50,2018,4,1,4,0,0,0,90.9,0,1
34756,2,0,1,2,0,0,0,12,2018,1,15,4,0,0,0,89.0,1,1
34757,2,0,0,2,0,0,0,308,2018,11,25,3,0,0,0,52.0,0,0
34758,1,0,2,3,0,0,0,115,2018,2,27,3,0,0,0,75.0,0,1
34759,1,1,0,3,0,0,3,80,2018,12,27,4,0,0,0,114.9,1,1
34760,2,0,1,2,0,0,0,14,2017,10,5,4,0,0,0,95.04,0,1
34761,3,0,1,3,0,0,3,141,2018,8,22,4,0,0,0,135.45,0,1
34762,2,0,0,3,0,0,0,157,2018,12,8,3,0,0,0,68.0,0,1
34763,2,0,1,2,0,0,0,56,2018,11,14,3,0,0,0,75.0,0,1
34764,2,0,1,1,0,0,0,1,2017,10,10,3,0,0,0,116.0,1,1
34765,3,0,0,4,0,0,3,127,2018,7,27,4,0,0,0,139.95,2,1
34766,2,0,1,1,0,0,0,3,2018,8,22,2,0,0,0,100.0,0,1
34767,2,0,0,3,0,0,0,9,2018,11,10,4,0,0,0,123.2,1,1
34768,1,0,0,1,0,0,0,7,2018,5,31,1,1,0,6,0.0,1,1
34769,2,0,0,3,0,0,0,174,2018,11,1,4,0,0,0,90.9,3,1
34770,2,0,1,3,0,0,0,51,2017,10,12,4,0,0,0,69.11,0,1
34771,2,0,2,3,1,0,0,206,2018,9,23,4,0,0,0,132.77,0,0
34772,1,0,0,3,0,0,0,151,2018,1,19,3,0,0,0,80.0,0,1
34773,2,0,0,1,0,1,0,9,2018,9,8,4,0,0,0,168.0,3,1
34774,2,0,2,1,3,0,0,43,2018,11,12,4,0,0,0,92.4,1,1
34775,2,0,0,2,0,0,0,14,2018,7,21,2,0,0,0,105.0,0,1
34776,1,0,2,2,0,0,0,124,2018,11,6,4,0,0,0,146.03,3,1
34777,2,2,1,2,0,0,5,5,2018,4,22,4,0,0,0,201.0,2,1
34778,1,0,2,3,0,0,0,10,2018,11,6,3,0,0,0,99.0,0,1
34779,2,0,1,2,3,0,0,27,2018,8,22,4,0,0,0,139.0,1,0
34780,2,0,1,1,3,0,0,33,2018,9,10,3,0,0,0,85.5,0,1
34781,2,0,2,1,3,0,0,57,2017,10,10,4,0,0,0,78.69,1,1
34782,2,0,0,3,0,0,0,50,2018,1,14,3,0,0,0,52.0,1,1
34783,2,0,0,5,0,0,3,36,2017,11,3,3,0,0,0,60.0,0,1
34784,3,0,2,1,0,0,0,221,2017,10,17,3,0,0,0,90.0,0,1
34785,2,0,1,3,3,0,0,213,2018,8,8,4,0,0,0,80.75,0,0
34786,2,0,1,0,0,0,0,5,2018,11,21,4,0,0,0,120.0,3,1
34787,1,0,0,1,0,0,0,0,2018,1,14,3,0,0,0,64.0,0,1
34788,1,0,2,1,0,0,3,130,2018,10,29,4,0,0,0,104.4,2,1
34789,2,0,2,3,0,0,0,192,2017,9,25,3,0,0,0,102.0,0,0
34790,2,1,2,5,0,0,0,150,2018,7,7,4,0,0,0,120.82,0,0
34791,2,0,1,5,0,0,3,60,2018,9,5,4,0,0,0,101.99,1,1
34792,2,0,1,4,0,0,0,276,2018,12,28,4,0,0,0,81.43,0,0
34793,2,0,1,2,1,0,0,105,2017,10,12,3,0,0,0,110.0,0,0
34794,2,0,1,1,0,0,0,103,2017,8,8,4,0,0,0,76.5,1,1
34795,2,0,2,3,0,0,3,241,2018,10,30,4,0,0,0,75.92,1,1
34796,2,0,2,5,1,0,0,277,2018,9,5,3,0,0,0,89.14,1,1
34797,1,0,1,3,0,0,0,60,2017,10,12,3,0,0,0,60.0,0,1
34798,2,0,0,3,0,0,0,30,2017,10,14,4,0,0,0,96.3,5,1
34799,2,1,0,4,0,1,0,0,2018,10,19,2,0,0,0,107.0,3,1
34800,2,2,1,1,0,0,5,2,2018,4,30,4,0,0,0,211.0,2,1
34801,2,0,1,2,0,0,0,4,2017,12,25,4,0,0,0,90.33,0,1
34802,3,0,1,1,0,0,3,53,2018,7,18,4,0,0,0,137.7,2,1
34803,1,0,2,1,0,0,0,4,2018,2,14,2,1,0,2,66.0,0,1
34804,2,0,2,5,0,0,3,125,2018,7,22,4,0,0,0,113.41,0,0
34805,2,0,1,2,0,0,0,168,2018,4,22,3,0,0,0,85.0,0,0
34806,2,0,1,0,0,0,0,263,2017,9,21,3,0,0,0,67.0,0,1
34807,1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
34808,1,0,0,3,0,0,0,19,2017,10,6,3,1,1,0,80.0,0,1
34809,2,0,1,3,0,0,3,204,2018,8,8,4,0,0,0,99.45,0,0
34810,2,0,1,3,0,0,0,33,2018,1,25,2,0,0,0,64.0,0,1
34811,2,0,0,3,0,0,0,274,2018,8,9,4,0,0,0,107.0,2,0
34812,1,0,2,1,0,0,0,20,2017,10,11,2,0,0,0,65.0,0,1
34813,2,0,0,1,0,0,3,0,2017,9,15,4,0,0,0,155.0,2,1
34814,2,0,1,2,0,0,0,46,2018,7,4,4,0,0,0,117.9,1,1
34815,3,0,0,5,0,0,3,35,2018,4,19,4,0,0,0,136.62,3,1
34816,3,0,0,1,0,0,3,48,2018,9,2,4,0,0,0,142.2,2,1
34817,2,0,1,1,3,0,3,0,2018,8,20,4,0,0,0,96.6,1,1
34818,2,0,1,2,0,0,3,157,2018,5,23,4,0,0,0,114.3,2,0
34819,2,0,2,0,0,0,0,49,2018,9,4,4,0,0,0,109.8,3,1
34820,2,0,0,3,0,0,0,106,2018,5,3,4,0,0,0,108.3,0,0
34821,2,0,3,10,0,0,0,5,2017,8,18,4,0,0,0,98.62,2,0
34822,1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
34823,2,0,1,3,3,0,0,195,2018,7,25,4,0,0,0,80.75,0,0
34824,1,0,0,3,0,0,0,151,2018,1,19,3,0,0,0,80.0,0,1
34825,2,0,2,1,1,0,0,110,2017,7,25,3,0,0,0,94.5,0,0
34826,2,1,2,5,1,0,0,186,2018,8,1,4,0,0,0,164.25,2,0
34827,2,0,2,1,0,0,0,271,2018,12,3,3,0,0,0,87.3,0,1
34828,2,0,1,2,0,0,0,168,2018,4,22,3,0,0,0,85.0,0,0
34829,2,0,0,1,0,0,4,0,2017,10,2,1,0,0,0,0.0,1,1
34830,2,0,1,2,0,0,0,84,2018,5,16,4,0,0,0,126.9,0,0
34831,2,0,2,1,1,0,0,96,2017,7,11,3,0,0,0,94.5,0,1
34832,1,0,0,2,0,0,0,1,2017,9,30,3,1,1,0,98.1,0,1
34833,2,0,2,5,0,0,0,28,2017,9,3,3,0,0,0,90.51,0,1
34834,2,0,2,5,0,0,0,97,2018,9,9,4,0,0,0,135.9,0,0
34835,3,0,0,1,0,0,3,13,2018,6,10,4,0,0,0,177.0,0,1
34836,2,0,0,3,0,0,0,41,2017,12,31,3,0,0,0,118.0,0,1
34837,1,0,0,1,0,0,0,3,2018,1,21,2,0,0,0,66.0,0,1
34838,2,0,2,5,0,0,0,189,2018,8,6,4,0,0,0,99.45,1,0
34839,2,0,2,1,3,0,0,67,2018,4,3,4,0,0,0,85.5,0,0
34840,2,0,2,5,3,0,0,107,2018,12,21,4,0,0,0,76.69,1,1
34841,2,0,0,2,0,0,0,88,2018,10,7,2,0,0,0,90.0,1,1
34842,2,0,2,3,0,0,0,181,2018,8,11,4,0,0,0,99.45,1,0
34843,2,1,1,2,0,0,0,4,2018,3,11,4,0,0,0,127.0,0,0
34844,2,0,0,3,3,0,0,65,2018,9,27,4,0,0,0,125.1,1,1
34845,3,0,1,4,0,0,3,186,2018,8,15,4,0,0,0,130.05,1,0
34846,1,0,0,1,0,0,0,6,2018,11,10,2,0,0,0,109.65,0,1
34847,2,2,2,1,0,0,5,32,2018,9,24,4,0,0,0,197.7,2,1
34848,2,0,2,5,0,0,0,101,2018,7,4,4,0,0,0,114.3,0,0
34849,1,0,0,1,0,0,0,1,2017,8,5,1,0,0,0,6.0,0,1
34850,1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
34851,3,0,0,1,0,0,3,118,2018,7,20,4,0,0,0,137.7,1,1
34852,2,0,1,4,0,0,0,54,2018,2,8,4,0,0,0,75.95,1,1
34853,2,0,0,3,0,0,3,1,2017,9,22,3,0,0,0,75.0,0,1
34854,1,0,2,2,0,0,0,163,2018,6,5,3,0,0,0,100.0,0,0
34855,2,0,2,4,0,0,3,25,2017,9,19,4,0,0,0,118.15,1,1
34856,3,0,2,0,0,0,3,45,2018,5,1,4,0,0,0,168.3,0,0
34857,2,0,2,1,0,0,0,19,2017,12,5,4,1,1,0,69.0,0,1
34858,3,0,0,2,0,0,3,38,2018,3,25,4,0,0,0,168.3,1,1
34859,1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
34860,2,0,2,5,3,0,0,47,2018,11,20,4,0,0,0,74.8,1,0
34861,1,0,2,4,0,0,0,69,2018,6,12,3,0,0,0,120.0,0,0
34862,1,0,2,6,0,0,0,60,2018,3,5,4,0,0,0,63.75,0,0
34863,2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,109.0,0,1
34864,2,0,2,3,3,0,0,95,2018,4,15,4,0,0,0,77.35,0,0
34865,2,0,2,2,3,0,0,15,2018,8,20,4,0,0,0,129.0,1,0
34866,1,0,2,0,0,0,0,13,2017,9,20,4,0,0,0,87.78,1,1
34867,2,0,2,2,3,0,0,162,2018,8,27,4,0,0,0,80.75,0,0
34868,2,0,2,5,0,0,0,181,2018,8,6,4,0,0,0,72.75,1,1
34869,2,0,0,3,0,0,0,146,2017,12,29,3,0,0,0,85.0,0,1
34870,1,0,1,2,0,0,0,8,2018,2,15,4,0,0,0,85.0,0,0
34871,2,0,1,2,0,0,0,237,2017,9,14,4,0,0,0,89.25,0,0
34872,2,1,2,1,0,0,0,34,2018,8,13,4,0,0,0,152.1,0,1
34873,2,0,2,3,0,0,0,129,2018,8,4,4,0,0,0,80.5,1,1
34874,2,0,2,2,0,0,0,136,2018,9,4,3,0,0,0,80.75,0,1
34875,2,0,0,3,0,0,0,41,2018,3,24,4,0,0,0,117.6,0,1
34876,1,0,0,3,0,0,0,176,2018,9,8,3,0,0,0,116.1,0,0
34877,1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
34878,1,0,1,2,0,0,0,3,2018,12,5,2,0,0,0,79.0,0,1
34879,1,0,1,3,0,0,0,4,2018,1,25,3,0,0,0,63.8,0,1
34880,2,0,0,2,3,0,0,11,2018,12,2,4,0,0,0,91.5,0,1
34881,2,0,1,0,0,0,0,12,2017,10,4,3,0,0,0,72.0,0,1
34882,3,0,0,3,0,0,3,22,2018,11,17,4,0,0,0,118.58,1,1
34883,2,0,2,6,0,0,0,243,2018,9,27,3,0,0,0,80.75,0,1
34884,1,0,0,1,0,0,0,0,2018,1,6,4,0,0,0,73.9,1,1
34885,2,0,0,2,0,0,3,26,2018,4,15,4,0,0,0,142.0,0,0
34886,3,0,2,1,0,0,3,29,2018,9,25,4,0,0,0,154.93,2,1
34887,2,0,0,2,0,0,0,55,2018,3,1,4,0,0,0,84.8,1,1
34888,2,0,0,4,0,0,0,270,2018,4,20,3,0,0,0,80.0,0,1
34889,2,0,2,5,1,0,0,277,2018,9,5,3,0,0,0,89.14,1,1
34890,0,2,2,2,0,0,1,31,2018,9,16,4,0,0,0,124.25,2,1
34891,1,0,0,1,0,0,0,0,2018,1,19,4,0,0,0,85.0,0,1
34892,2,0,0,3,0,1,0,51,2018,3,15,4,0,0,0,90.9,1,1
34893,2,0,0,3,0,0,3,8,2018,6,29,4,0,0,0,159.33,1,0
34894,2,0,0,2,3,0,0,36,2018,9,1,4,0,0,0,99.0,2,1
34895,2,0,2,1,0,0,0,62,2018,5,21,3,0,0,0,95.88,0,0
34896,2,0,0,2,0,0,3,58,2017,12,30,4,0,0,0,127.0,0,1
34897,2,0,1,2,3,1,0,47,2018,2,26,4,0,0,0,81.5,1,1
34898,1,0,0,2,0,0,0,41,2018,10,26,4,0,0,0,113.0,0,1
34899,2,0,2,4,3,0,0,77,2018,7,23,4,0,0,0,94.5,0,0
34900,2,0,1,3,0,0,0,37,2017,9,21,4,0,0,0,145.8,2,1
34901,2,0,1,2,0,0,0,95,2018,3,11,3,0,0,0,58.0,1,1
34902,2,0,0,2,3,0,0,15,2018,2,12,4,0,0,0,79.0,0,0
34903,1,0,1,0,0,1,0,3,2018,6,6,2,1,0,3,65.0,0,1
34904,2,0,1,2,0,0,0,42,2018,11,11,4,0,0,0,121.33,4,1
34905,2,0,0,2,0,0,3,11,2017,12,11,1,0,0,0,0.0,1,1
34906,2,0,0,3,0,0,0,4,2018,1,12,4,1,11,4,80.3,1,1
34907,1,0,0,3,0,0,0,71,2017,9,9,2,0,0,0,90.0,0,1
34908,2,0,0,3,0,0,0,163,2018,9,8,3,0,0,0,110.0,0,0
34909,2,0,2,2,0,0,0,3,2018,1,16,4,1,11,10,80.1,1,1
34910,2,0,2,7,0,0,0,106,2017,8,13,4,0,0,0,76.5,1,1
34911,1,0,2,0,1,0,0,386,2018,10,23,3,0,0,0,90.0,0,1
34912,2,1,0,4,0,0,0,98,2018,11,2,4,0,0,0,106.2,1,1
34913,2,0,0,2,0,0,0,245,2018,6,17,3,0,0,0,75.0,0,0
34914,2,1,0,3,0,0,0,90,2018,7,5,4,0,0,0,130.5,1,1
34915,2,0,1,3,0,0,0,30,2018,10,3,4,0,0,0,139.28,0,0
34916,2,0,0,3,0,0,3,29,2017,10,20,3,0,0,0,75.0,0,1
34917,2,0,1,3,0,0,3,0,2017,9,21,4,0,0,0,155.0,1,1
34918,1,0,0,1,0,0,0,2,2018,1,14,2,0,0,0,66.0,0,1
34919,2,0,2,4,0,0,0,21,2018,2,13,4,0,0,0,93.0,1,1
34920,2,0,0,1,3,0,0,0,2017,10,13,4,0,0,0,114.0,1,1
34921,3,0,1,3,0,0,3,93,2018,6,20,4,0,0,0,143.23,0,0
34922,2,0,2,1,1,0,0,145,2017,8,29,3,0,0,0,94.5,0,0
34923,2,0,0,2,0,0,0,52,2018,2,26,4,0,0,0,78.3,1,0
34924,1,0,0,1,0,0,3,0,2017,8,18,4,0,0,0,128.0,0,1
34925,2,0,0,3,0,0,3,144,2018,9,1,4,0,0,0,149.4,2,1
34926,1,0,0,1,3,0,0,2,2018,3,30,4,0,0,0,89.0,0,1
34927,2,0,0,1,0,0,0,53,2018,4,2,4,0,0,0,90.9,0,0
34928,3,0,2,5,0,0,3,91,2018,7,3,4,0,0,0,146.7,0,1
34929,2,0,0,1,3,0,0,2,2017,12,24,4,0,0,0,67.5,1,1
34930,2,0,1,2,3,0,0,2,2018,8,15,4,0,0,0,169.33,0,1
34931,2,0,0,2,0,0,0,112,2018,6,2,3,0,0,0,100.0,0,1
34932,1,0,1,0,3,0,0,8,2018,9,11,4,0,0,0,129.0,0,1
34933,2,0,4,5,3,0,0,9,2017,9,20,4,0,0,0,169.11,0,1
34934,3,0,2,2,0,0,3,99,2018,7,3,4,0,0,0,146.7,0,0
34935,2,0,0,4,0,0,3,62,2018,10,25,4,0,0,0,111.6,1,0
34936,3,0,0,2,0,0,0,11,2017,9,4,4,0,0,0,159.0,1,1
34937,2,0,2,1,1,0,0,12,2018,2,7,4,0,0,0,129.0,0,0
34938,3,0,2,2,0,0,3,50,2018,7,10,4,0,0,0,142.2,0,1
34939,2,0,0,4,0,0,0,134,2018,4,19,3,0,0,0,71.0,1,1
34940,2,0,1,2,0,0,0,124,2018,5,13,4,0,0,0,110.1,1,1
34941,2,0,1,0,3,0,0,18,2018,9,26,4,0,0,0,129.0,1,0
34942,2,0,1,1,3,0,0,71,2018,4,18,4,0,0,0,85.5,0,1
34943,2,0,0,1,0,1,0,6,2017,8,14,4,0,0,0,98.0,0,1
34944,2,0,2,1,3,0,0,48,2018,3,5,4,0,0,0,69.5,1,1
34945,2,0,2,1,0,0,0,37,2018,9,10,3,0,0,0,85.5,0,1
34946,1,0,2,1,0,0,0,116,2018,2,28,3,0,0,0,61.0,0,0
34947,2,0,0,1,3,0,0,3,2017,10,22,4,0,0,0,87.78,0,1
34948,2,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,85.0,0,1
34949,2,0,0,2,0,0,0,31,2018,2,4,2,0,0,0,81.5,0,1
34950,2,0,2,2,0,0,0,94,2018,3,19,4,0,0,0,73.95,0,0
34951,3,0,2,2,0,0,0,19,2018,3,26,4,0,0,0,172.0,0,0
34952,1,0,0,1,0,0,0,5,2018,10,26,2,0,0,0,105.0,0,1
34953,2,0,0,1,0,0,0,73,2018,10,28,3,0,0,0,72.0,0,1
34954,3,0,0,4,0,0,3,99,2018,8,24,4,0,0,0,150.3,0,0
34955,3,0,2,5,0,0,3,19,2018,4,15,4,0,0,0,150.43,2,0
34956,2,0,0,1,0,0,0,4,2018,8,20,4,0,0,0,121.6,0,0
34957,2,0,2,3,0,0,0,25,2018,7,23,3,0,0,0,85.0,0,1
34958,2,0,0,2,0,0,0,17,2017,10,16,3,0,0,0,48.0,0,1
34959,3,0,0,3,0,0,3,63,2018,8,9,4,0,0,0,168.3,0,1
34960,2,0,0,3,3,0,1,211,2018,5,31,4,0,0,0,68.69,0,0
34961,2,0,1,3,0,0,0,116,2018,5,19,4,0,0,0,136.0,1,0
34962,1,0,3,5,3,0,0,275,2018,10,9,4,0,0,0,91.69,0,0
34963,2,0,0,4,0,0,0,270,2018,4,20,3,0,0,0,62.8,0,0
34964,3,0,1,1,0,0,3,6,2018,9,12,4,0,0,0,169.93,1,1
34965,1,0,5,10,0,0,3,3,2018,5,9,0,0,0,0,110.0,0,0
34966,2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,109.0,0,1
34967,1,0,2,1,0,0,0,116,2018,2,28,3,0,0,0,81.67,0,1
34968,1,0,1,4,0,0,0,9,2018,8,29,4,0,0,0,128.4,2,1
34969,2,0,0,3,0,0,0,59,2017,10,29,4,0,0,0,72.25,2,1
34970,2,0,2,2,0,0,0,25,2017,11,6,4,0,0,0,90.95,1,1
34971,2,0,2,2,0,0,0,19,2018,9,10,3,0,0,0,95.0,0,1
34972,2,0,0,1,0,0,0,0,2018,5,14,1,0,0,0,0.0,0,1
34973,1,0,0,3,0,0,0,15,2018,2,18,3,0,0,0,86.0,0,1
34974,2,0,0,3,3,0,0,194,2018,4,21,4,0,0,0,73.46,0,0
34975,1,0,0,1,0,0,0,19,2017,10,27,2,0,0,0,95.0,1,1
34976,2,0,1,0,0,0,0,21,2018,3,7,4,0,0,0,91.0,0,0
34977,2,2,2,2,0,0,5,23,2018,5,7,4,0,0,0,198.9,0,0
34978,2,0,2,0,0,0,0,146,2018,4,24,3,0,0,0,95.0,0,0
34979,2,0,1,2,0,0,0,78,2018,3,25,3,0,0,0,100.0,0,0
34980,2,0,1,3,0,0,0,45,2018,5,30,3,0,0,0,80.75,0,1
34981,2,0,1,5,0,0,0,90,2018,9,5,3,0,0,0,95.0,3,1
34982,2,2,2,4,0,0,5,1,2018,12,17,4,0,0,0,142.38,0,1
34983,2,0,0,1,1,0,0,72,2017,9,18,3,0,0,0,108.0,0,1
34984,2,1,0,1,0,0,3,79,2018,12,27,4,0,0,0,126.0,1,1
34985,3,0,3,5,0,0,3,82,2018,8,8,4,0,0,0,150.3,2,0
34986,2,0,0,1,3,0,0,32,2018,11,26,4,0,0,0,88.0,0,0
34987,2,0,2,1,0,0,3,105,2018,4,17,4,0,0,0,96.3,0,1
34988,2,0,2,3,0,0,0,63,2018,6,26,4,0,0,0,110.7,1,1
34989,1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
34990,2,0,0,2,0,0,0,79,2017,11,13,3,0,0,0,75.0,0,1
34991,2,0,0,1,0,0,6,0,2017,11,5,1,0,0,0,0.0,2,1
34992,1,0,2,2,0,0,0,74,2018,7,23,3,0,0,0,68.0,0,1
34993,2,0,2,1,1,0,0,117,2017,8,1,3,0,0,0,94.5,0,1
34994,2,1,2,5,0,0,0,158,2017,8,7,4,0,0,0,76.5,2,1
34995,2,0,0,3,3,0,0,113,2018,6,9,4,0,0,0,116.1,0,1
34996,2,0,1,2,0,0,0,305,2018,11,4,3,0,0,0,89.0,0,0
34997,2,0,0,4,0,0,0,296,2018,9,21,3,0,0,0,85.0,0,0
34998,1,0,0,1,0,0,0,163,2018,10,15,3,0,0,0,115.0,0,0
34999,2,0,0,2,0,0,3,207,2018,8,5,4,0,0,0,105.3,1,0
35000,2,0,0,3,3,0,0,68,2018,5,10,4,0,0,0,116.1,0,0
35001,2,0,1,2,0,0,3,9,2018,2,26,4,0,0,0,64.03,1,1
35002,2,0,1,1,1,0,0,301,2018,7,30,3,0,0,0,115.0,1,0
35003,3,0,2,4,0,0,3,199,2018,12,28,4,0,0,0,119.0,0,1
35004,2,0,2,1,1,0,0,96,2017,7,11,3,0,0,0,94.5,0,1
35005,2,0,2,1,1,0,0,138,2017,8,22,3,0,0,0,94.5,0,0
35006,1,0,0,2,0,0,0,1,2017,11,20,4,0,0,0,0.0,0,1
35007,1,0,0,1,0,0,0,0,2018,3,18,3,0,0,0,64.4,0,1
35008,2,0,0,1,0,0,4,3,2018,5,19,2,0,0,0,159.0,0,1
